ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10224756,HY410094,07/08/2015 12:00:00 AM,103XX S TORRENCE AVE,0620,BURGLARY,UNLAWFUL ENTRY,OTHER,false,false,0434,004,10,51,05,1195508,1836950,2015,02/10/2018 03:50:01 PM,41.707490122,-87.559650325,"(41.707490122, -87.559650325)"
10224757,HY411388,09/05/2015 09:55:00 AM,088XX S PAULINA ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,true,false,2221,022,21,71,05,1166554,1846067,2015,02/10/2018 03:50:01 PM,41.733173536,-87.665421067,"(41.733173536, -87.665421067)"
10224758,HY411568,09/05/2015 12:35:00 PM,059XX W GRACE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1633,016,38,15,08B,1136014,1924656,2015,02/10/2018 03:50:01 PM,41.949429769,-87.775435529,"(41.949429769, -87.775435529)"
10224759,HY411581,09/04/2015 10:30:00 PM,100XX S AVENUE L,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0432,004,10,52,14,1201814,1839027,2015,02/10/2018 03:50:01 PM,41.713031786,-87.536487809,"(41.713031786, -87.536487809)"
10224761,HY411650,09/02/2015 12:01:00 AM,049XX W WINNEMAC AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,1623,016,45,12,14,1142583,1933126,2015,02/10/2018 03:50:01 PM,41.972552295,-87.751076926,"(41.972552295, -87.751076926)"
10224762,HY411563,09/04/2015 03:00:00 PM,100XX S AVENUE L,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0432,004,10,52,14,1201814,1839027,2015,02/10/2018 03:50:01 PM,41.713031786,-87.536487809,"(41.713031786, -87.536487809)"
10224763,HY411606,09/05/2015 01:45:00 PM,020XX E 71ST ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,0331,003,5,43,03,1190856,1858321,2015,02/10/2018 03:50:01 PM,41.766247597,-87.575997062,"(41.766247597, -87.575997062)"
10224764,HY411550,09/03/2015 09:00:00 PM,100XX S AVENUE L,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0432,004,10,52,14,1201814,1839062,2015,02/10/2018 03:50:01 PM,41.713127829,-87.536486623,"(41.713127829, -87.536486623)"
10224765,HY411328,09/05/2015 08:45:00 AM,077XX S SOUTH SHORE DR,0560,ASSAULT,SIMPLE,APARTMENT,false,true,0421,004,7,43,08A,1197240,1854764,2015,02/10/2018 03:50:01 PM,41.756330319,-87.552716204,"(41.756330319, -87.552716204)"
10224766,HY411198,09/05/2015 06:20:00 AM,075XX S PHILLIPS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0421,004,7,43,08B,1193840,1855495,2015,02/10/2018 03:50:01 PM,41.758420222,-87.565152335,"(41.758420222, -87.565152335)"
10224767,HY410417,09/04/2015 04:15:00 PM,079XX S SAGINAW AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0422,004,7,46,03,1195224,1852934,2015,02/10/2018 03:50:01 PM,41.75135862,-87.560164545,"(41.75135862, -87.560164545)"
10224768,HY410651,09/03/2015 08:30:00 PM,078XX S ESCANABA AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,0421,004,7,43,06,1196887,1853400,2015,02/10/2018 03:50:01 PM,41.752596188,-87.554055126,"(41.752596188, -87.554055126)"
10224769,HY411672,09/05/2015 02:30:00 PM,005XX S STATE ST,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,0123,001,2,32,06,1176446,1897964,2015,02/10/2018 03:50:01 PM,41.875367424,-87.627620993,"(41.875367424, -87.627620993)"
10224770,HY411586,09/05/2015 12:40:00 PM,005XX W 61ST PL,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE PORCH/HALLWAY,true,false,0711,007,20,68,04B,1173653,1864134,2015,02/10/2018 03:50:01 PM,41.782597483,-87.638879769,"(41.782597483, -87.638879769)"
10224772,HY411681,09/04/2015 11:00:00 PM,011XX N ASHLAND AVE,0810,THEFT,OVER $500,STREET,false,false,1213,012,1,24,06,1165522,1907528,2015,02/10/2018 03:50:01 PM,41.901851233,-87.667456951,"(41.901851233, -87.667456951)"
10224773,HY411685,09/05/2015 07:00:00 AM,029XX W FIFTH AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1124,011,2,27,05,1156926,1899592,2015,02/10/2018 03:50:01 PM,41.880252868,-87.69924661,"(41.880252868, -87.69924661)"
10224775,HY411666,09/05/2015 09:00:00 AM,068XX S KEATING AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,0833,008,13,65,26,1146015,1859113,2015,09/17/2015 11:37:18 AM,41.769386857,-87.740336842,"(41.769386857, -87.740336842)"
10224776,HY411687,09/05/2015 02:45:00 PM,071XX S PULASKI RD,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,0833,008,13,65,06,1150938,1857056,2015,02/10/2018 03:50:01 PM,41.763647552,-87.722344693,"(41.763647552, -87.722344693)"
10224778,HY411675,09/05/2015 02:44:00 PM,047XX N KEELER AVE,0560,ASSAULT,SIMPLE,SIDEWALK,true,false,1722,017,39,14,08A,1147525,1931300,2015,02/10/2018 03:50:01 PM,41.967448012,-87.732951137,"(41.967448012, -87.732951137)"
10224779,HY411651,09/02/2015 12:00:00 PM,076XX S PHILLIPS AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,VEHICLE NON-COMMERCIAL,false,true,0421,004,7,43,26,1193859,1854719,2015,02/10/2018 03:50:01 PM,41.756290353,-87.565108099,"(41.756290353, -87.565108099)"
10224780,HY411660,09/05/2015 02:30:00 PM,016XX S HARDING AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,true,false,1014,010,24,29,26,1150326,1891507,2015,02/10/2018 03:50:01 PM,41.858197949,-87.723692079,"(41.858197949, -87.723692079)"
10224781,HY411499,09/05/2015 11:20:00 AM,026XX W HOLLYWOOD AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,2011,020,40,2,03,1157555,1937753,2015,02/10/2018 03:50:01 PM,41.984956576,-87.69589518,"(41.984956576, -87.69589518)"
10224782,HY411661,09/05/2015 02:35:00 PM,068XX S PERRY AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,true,false,0722,007,6,69,18,1176575,1859730,2015,02/10/2018 03:50:01 PM,41.770447177,-87.628299291,"(41.770447177, -87.628299291)"
10224783,HY411679,09/05/2015 02:40:00 PM,041XX W CRYSTAL ST,141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,SIDEWALK,true,false,2534,025,37,23,15,1148654,1908016,2015,02/10/2018 03:50:01 PM,41.903532921,-87.729402988,"(41.903532921, -87.729402988)"
10224784,HY411422,09/04/2015 07:30:00 PM,004XX W MARQUETTE RD,0810,THEFT,OVER $500,OTHER,false,false,0722,007,6,68,06,1174441,1860502,2015,02/10/2018 03:50:01 PM,41.772613371,-87.636098706,"(41.772613371, -87.636098706)"
10224786,HY411514,09/05/2015 12:04:00 PM,062XX S PRINCETON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,false,false,0711,007,20,68,14,1175356,1863632,2015,02/10/2018 03:50:01 PM,41.781182029,-87.632651097,"(41.781182029, -87.632651097)"
10224787,HY410733,09/04/2015 08:20:00 PM,060XX S CARPENTER ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,0712,007,16,68,08B,1170346,1864847,2015,02/10/2018 03:50:01 PM,41.78462669,-87.650983434,"(41.78462669, -87.650983434)"
10224788,HY410899,03/27/2014 12:01:00 AM,035XX S MICHIGAN AVE,5111,OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,POLICE FACILITY/VEH PARKING LOT,true,false,0213,002,3,35,26,1177772,1881665,2014,02/10/2018 03:50:01 PM,41.830611847,-87.623247369,"(41.830611847, -87.623247369)"
10224789,HY411717,09/05/2015 03:12:00 PM,052XX W QUINCY ST,1460,WEAPONS VIOLATION,POSS FIREARM/AMMO:NO FOID CARD,STREET,true,false,1522,015,29,25,15,1141442,1898499,2015,02/10/2018 03:50:01 PM,41.877553391,-87.756129762,"(41.877553391, -87.756129762)"
10224790,HY411713,09/01/2015 09:00:00 AM,0000X W ILLINOIS ST,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,RESTAURANT,false,false,1831,018,42,8,10,1176121,1903605,2015,02/10/2018 03:50:01 PM,41.890853973,-87.628644182,"(41.890853973, -87.628644182)"
10224791,HY411719,09/05/2015 03:28:00 PM,064XX S GREEN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0723,007,16,68,08B,1171743,1862151,2015,02/10/2018 03:50:01 PM,41.777198018,-87.645940487,"(41.777198018, -87.645940487)"
10224792,HY411709,09/05/2015 03:20:00 PM,030XX W FLOURNOY ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,true,false,1134,011,28,27,18,1156237,1896878,2015,02/10/2018 03:50:01 PM,41.87281932,-87.701849872,"(41.87281932, -87.701849872)"
10224794,HY411721,09/05/2015 03:44:00 PM,074XX S WABASH AVE,143B,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,RESIDENCE,false,false,0323,003,6,69,15,1178006,1855786,2015,02/10/2018 03:50:01 PM,41.759592098,-87.623173211,"(41.759592098, -87.623173211)"
10224795,HY409178,09/03/2015 05:55:00 PM,027XX W POLK ST,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,STREET,false,false,1135,011,2,27,15,1158219,1896257,2015,02/10/2018 03:50:01 PM,41.871074992,-87.694589977,"(41.871074992, -87.694589977)"
10224797,HY411683,09/05/2015 02:00:00 PM,012XX W WILSON AVE,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,false,false,1913,019,46,3,26,1167243,1930683,2015,02/10/2018 03:50:01 PM,41.965352898,-87.66046802,"(41.965352898, -87.66046802)"
10224800,HY411723,09/05/2015 02:30:00 PM,037XX N BROADWAY,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1925,019,46,6,07,1170388,1925225,2015,02/10/2018 03:50:01 PM,41.950307614,-87.649064886,"(41.950307614, -87.649064886)"
10224801,HY411697,09/05/2015 03:05:00 PM,007XX E 90TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,0633,006,6,44,08B,1182703,1845129,2015,02/10/2018 03:50:01 PM,41.730240434,-87.606288953,"(41.730240434, -87.606288953)"
11645527,JC212744,02/02/2015 10:00:00 AM,069XX W ARCHER AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,false,0811,008,23,56,11,,,2015,04/06/2019 04:04:43 PM,,,
10224802,HY411753,09/05/2015 03:00:00 PM,051XX N AVERS AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,true,1712,017,39,14,26,1149784,1933967,2015,02/10/2018 03:50:01 PM,41.974722701,-87.724575286,"(41.974722701, -87.724575286)"
10224803,HY411745,09/04/2015 11:17:00 AM,012XX N LA SALLE DR,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,1821,018,42,8,06,1174911,1908547,2015,02/10/2018 03:50:01 PM,41.90444226,-87.63293969,"(41.90444226, -87.63293969)"
10224805,HY411740,09/05/2015 03:45:00 PM,004XX S STATE ST,0890,THEFT,FROM BUILDING,LIBRARY,false,false,0113,001,2,32,06,1176436,1898416,2015,02/10/2018 03:50:01 PM,41.876607964,-87.627644063,"(41.876607964, -87.627644063)"
10224806,HY411696,09/03/2015 01:30:00 PM,010XX N HAMLIN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,1112,011,27,23,11,1150857,1906759,2015,02/10/2018 03:50:01 PM,41.900040745,-87.721343753,"(41.900040745, -87.721343753)"
10224807,HY411718,09/05/2015 03:30:00 PM,025XX W HARRISON ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,1135,011,2,28,06,1159746,1897284,2015,02/10/2018 03:50:01 PM,41.873861861,-87.68895549,"(41.873861861, -87.68895549)"
10224809,HY411732,09/05/2015 03:40:00 PM,122XX S EGGLESTON AVE,2027,NARCOTICS,POSS: CRACK,STREET,true,false,0523,005,34,53,18,1175503,1823842,2015,09/17/2015 11:37:18 AM,41.671989656,-87.633298499,"(41.671989656, -87.633298499)"
10224810,HY411746,09/05/2015 03:15:00 PM,114XX S ST LAWRENCE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0531,005,9,50,08B,1182290,1829250,2015,02/10/2018 03:50:01 PM,41.686675992,-87.608291666,"(41.686675992, -87.608291666)"
10224811,HY410834,09/04/2015 08:25:00 AM,001XX E 110TH ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0513,005,9,49,05,1179338,1832056,2015,02/10/2018 03:50:01 PM,41.694443727,-87.619013197,"(41.694443727, -87.619013197)"
10224812,HY411619,09/05/2015 12:30:00 AM,084XX S SAGINAW AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0423,004,7,46,06,1195296,1849589,2015,02/10/2018 03:50:01 PM,41.742177899,-87.560010869,"(41.742177899, -87.560010869)"
10224813,HY411765,08/30/2015 04:00:00 PM,014XX S MICHIGAN AVE,0820,THEFT,$500 AND UNDER,RESIDENCE-GARAGE,false,false,0131,001,2,33,06,1177452,1893551,2015,02/10/2018 03:50:01 PM,41.863235129,-87.624061274,"(41.863235129, -87.624061274)"
10224814,HY411327,09/04/2015 11:00:00 PM,057XX N SPAULDING AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1711,017,39,13,14,1153345,1937792,2015,02/10/2018 03:50:01 PM,41.985148529,-87.711378169,"(41.985148529, -87.711378169)"
10224815,HY411431,09/05/2015 10:53:00 AM,0000X W 114TH PL,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,false,false,0522,005,34,49,04B,1178072,1829048,2015,02/10/2018 03:50:01 PM,41.686218054,-87.623739069,"(41.686218054, -87.623739069)"
10224816,HY411658,09/05/2015 11:00:00 AM,034XX S DR MARTIN LUTHER KING JR DR,0890,THEFT,FROM BUILDING,ATHLETIC CLUB,false,false,0211,002,4,35,06,1179476,1882211,2015,02/10/2018 03:50:01 PM,41.832071291,-87.616978684,"(41.832071291, -87.616978684)"
10224819,HY411778,09/05/2015 03:02:00 PM,020XX E 79TH ST,0850,THEFT,ATTEMPT THEFT,DRUG STORE,false,false,0414,004,8,46,06,1191073,1852990,2015,02/10/2018 03:50:01 PM,41.751613643,-87.575373855,"(41.751613643, -87.575373855)"
10224820,HY411701,09/05/2015 12:00:00 PM,010XX N HAMLIN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,false,false,1112,011,27,23,11,1150857,1906759,2015,02/10/2018 03:50:01 PM,41.900040745,-87.721343753,"(41.900040745, -87.721343753)"
10224821,HY411725,09/05/2015 03:00:00 PM,115XX S INDIANA AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,0532,005,9,53,06,1179641,1828625,2015,02/10/2018 03:50:01 PM,41.685021672,-87.618008151,"(41.685021672, -87.618008151)"
10224822,HY411777,09/05/2015 04:16:00 PM,057XX S SANGAMON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0712,007,16,68,18,1170953,1866868,2015,02/10/2018 03:50:01 PM,41.790159304,-87.648698923,"(41.790159304, -87.648698923)"
10224823,HY411707,09/05/2015 12:00:00 PM,014XX N HALSTED ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1822,018,27,8,06,1170754,1909471,2015,02/10/2018 03:50:01 PM,41.90706989,-87.648182264,"(41.90706989, -87.648182264)"
10224825,HY411703,09/05/2015 12:00:00 AM,106XX S SAWYER AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2211,022,19,74,06,1156566,1833923,2015,02/10/2018 03:50:01 PM,41.700055116,-87.702338239,"(41.700055116, -87.702338239)"
10224826,HY411749,09/05/2015 03:55:00 PM,049XX W AINSLIE ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,1623,016,45,12,05,1142367,1932122,2015,02/10/2018 03:50:01 PM,41.969801264,-87.751896265,"(41.969801264, -87.751896265)"
10224829,HY411722,09/04/2015 05:00:00 PM,062XX W GRAND AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,false,false,2512,025,29,19,26,1134250,1914563,2015,02/10/2018 03:50:01 PM,41.921764773,-87.782158383,"(41.921764773, -87.782158383)"
10224830,HY411557,09/04/2015 11:00:00 PM,106XX S PRAIRIE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0512,005,9,49,26,1179798,1834481,2015,02/10/2018 03:50:01 PM,41.701087782,-87.617255204,"(41.701087782, -87.617255204)"
10224831,HY411663,09/04/2015 09:45:00 PM,015XX W RANDOLPH ST,0460,BATTERY,SIMPLE,PARK PROPERTY,false,false,1224,012,27,28,08B,1166342,1901369,2015,02/10/2018 03:50:01 PM,41.884932988,-87.664621314,"(41.884932988, -87.664621314)"
10224832,HY411712,09/04/2015 05:00:00 PM,013XX W 50TH ST,0820,THEFT,$500 AND UNDER,RESIDENCE,false,true,0933,009,16,61,06,1168281,1871609,2015,02/10/2018 03:50:01 PM,41.803227125,-87.658359911,"(41.803227125, -87.658359911)"
10224834,HY411767,09/05/2015 02:00:00 PM,051XX S PAULINA ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0932,009,16,61,06,1165878,1870680,2015,02/10/2018 03:50:01 PM,41.800729285,-87.667199258,"(41.800729285, -87.667199258)"
10224835,HY411770,09/05/2015 03:45:00 PM,008XX S CALIFORNIA AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,ALLEY,true,false,1135,011,28,27,18,1157831,1896140,2015,02/10/2018 03:50:01 PM,41.870761846,-87.696017659,"(41.870761846, -87.696017659)"
10224836,HY411752,09/05/2015 01:00:00 AM,006XX N NOBLE ST,0810,THEFT,OVER $500,APARTMENT,false,false,1215,012,27,24,06,1166947,1904303,2015,02/10/2018 03:50:01 PM,41.89297114,-87.662315415,"(41.89297114, -87.662315415)"
10224837,HY411330,08/25/2015 12:00:00 PM,065XX N MAPLEWOOD AVE,0810,THEFT,OVER $500,STREET,false,false,2412,024,50,2,06,1158133,1943359,2015,02/10/2018 03:50:01 PM,42.000327844,-87.693615326,"(42.000327844, -87.693615326)"
10224840,HY411786,09/05/2015 04:15:00 PM,023XX W WARREN BLVD,2024,NARCOTICS,POSS: HEROIN(WHITE),CHA PARKING LOT/GROUNDS,true,false,1223,012,2,28,18,1160779,1900294,2015,02/10/2018 03:50:01 PM,41.882100231,-87.685079332,"(41.882100231, -87.685079332)"
11034701,JA366925,01/01/2001 11:00:00 AM,016XX E 86TH PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0412,004,8,45,11,,,2001,08/05/2017 03:50:08 PM,,,
10224841,HY411731,09/05/2015 03:30:00 PM,025XX W CERMAK RD,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,1034,010,25,31,06,1159734,1889313,2015,02/10/2018 03:50:01 PM,41.851988885,-87.689219118,"(41.851988885, -87.689219118)"
10224843,HY411734,09/05/2015 03:43:00 PM,101XX S PROSPECT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2213,022,19,72,08B,1167466,1837422,2015,02/10/2018 03:50:01 PM,41.709430861,-87.66232682,"(41.709430861, -87.66232682)"
10224845,HY411825,09/05/2015 04:00:00 PM,001XX W ELM ST,0890,THEFT,FROM BUILDING,NURSING HOME/RETIREMENT HOME,false,false,1824,018,42,8,06,1175121,1908069,2015,02/10/2018 03:50:01 PM,41.903125898,-87.632182661,"(41.903125898, -87.632182661)"
10224846,HY411839,09/05/2015 04:00:00 PM,015XX S HARDING AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,false,false,1014,010,24,29,07,1150299,1892186,2015,02/10/2018 03:50:01 PM,41.860061733,-87.723773492,"(41.860061733, -87.723773492)"
10224847,HY411834,09/04/2015 01:00:00 AM,027XX N SACRAMENTO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1411,014,35,22,14,1155906,1918067,2015,02/10/2018 03:50:01 PM,41.930970495,-87.702493061,"(41.930970495, -87.702493061)"
12014684,JD189901,03/17/2020 09:30:00 PM,039XX N LECLAIRE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1634,016,45,15,06,1141659,1925649,2020,03/25/2020 03:45:43 PM,41.952051946,-87.754660372,"(41.952051946, -87.754660372)"
10224848,HY411832,09/04/2015 11:08:00 PM,062XX W 64TH PL,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,true,0812,008,13,64,26,1135842,1861096,2015,02/10/2018 03:50:01 PM,41.775015003,-87.777580203,"(41.775015003, -87.777580203)"
10224849,HY411821,09/05/2015 04:00:00 PM,024XX N JANSSEN AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,1932,019,32,7,05,1166229,1916376,2015,02/10/2018 03:50:01 PM,41.926115609,-87.664606657,"(41.926115609, -87.664606657)"
10224850,HY411807,09/04/2015 05:00:00 PM,015XX S STATE ST,0890,THEFT,FROM BUILDING,RESIDENCE-GARAGE,false,false,0131,001,3,33,06,1176584,1892788,2015,02/10/2018 03:50:01 PM,41.861161041,-87.627270627,"(41.861161041, -87.627270627)"
10224851,HY411708,09/05/2015 02:55:00 PM,035XX N CLARK ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,1924,019,44,6,06,1168463,1923924,2015,02/10/2018 03:50:01 PM,41.946779572,-87.65617875,"(41.946779572, -87.65617875)"
10224852,HY411791,09/05/2015 04:25:00 PM,034XX N WESTERN AVE,1330,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,true,false,1921,019,47,5,26,1159771,1922681,2015,02/10/2018 03:50:01 PM,41.943552694,-87.688162342,"(41.943552694, -87.688162342)"
